timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
5493,0.0000,-0.0011,0.9964,0.0113,-0.0092,-0.0090,idle
5544,0.0000,-0.0013,0.9971,0.0313,-0.0430,0.0034,idle
5595,0.0000,-0.0011,0.9947,-0.0032,-0.0640,0.0103,idle
5646,0.0000,0.0003,0.9923,0.0044,-0.0609,0.0188,idle
5697,0.0000,-0.0004,0.9938,-0.0613,-0.0034,-0.0644,idle
5748,0.0000,-0.0012,0.9907,-0.0421,0.0196,-0.1020,idle
5799,0.0000,-0.0003,0.9922,-0.1397,-0.0276,-0.0984,idle
5850,0.0000,-0.0006,0.9876,-0.1476,-0.0241,-0.1002,idle
5901,0.0000,0.0005,0.9925,-0.1310,0.0229,-0.1413,idle
5952,0.0000,0.0001,0.9916,-0.0841,0.0193,-0.1360,idle
6003,0.0000,0.0006,0.9894,-0.0940,0.0119,-0.0402,idle
6054,0.0000,0.0013,0.9910,-0.0453,0.0013,0.0151,idle
6105,0.0000,-0.0001,0.9876,-0.0370,-0.0239,0.0059,idle
